At1,At2,At3,At4,At5,At6,At7,At8,At9,At10,At11,At12,At13,At14,At15,At16,Class_label
48, 97, 89, 100, 77, 71, 49, 46, 16, 23, 30, 0, 84, 3, 100, 56, 2
12, 58, 90, 79, 72, 100, 88, 85, 62, 87, 50, 42, 25, 21, 0, 0, 1
97, 14, 56, 94, 20, 65, 55, 32, 20, 0, 93, 1, 85, 28, 5, 34, 6
66, 72, 52, 84, 100, 100, 94, 96, 85, 72, 81, 48, 79, 24, 75, 0, 1
19, 100, 76, 5, 29, 92, 66, 77, 46, 50, 100, 28, 57, 0, 1, 17, 5
40, 100, 0, 63, 17, 30, 82, 39, 100, 70, 79, 60, 89, 44, 100, 0, 4
79, 51, 44, 84, 17, 56, 8, 27, 34, 0, 84, 17, 53, 35, 19, 15, 6
26, 97, 28, 70, 59, 35, 22, 0, 0, 23, 8, 71, 100, 100, 100, 100, 5
23, 96, 5, 56, 0, 15, 68, 0, 83, 25, 40, 63, 81, 100, 12, 98, 0
52, 70, 100, 7, 50, 100, 0, 82, 55, 72, 96, 26, 77, 26, 55, 0, 9
4, 60, 23, 86, 60, 100, 59, 52, 53, 5, 16, 1, 60, 1, 100, 0, 1
0, 29, 32, 52, 68, 20, 100, 52, 95, 10, 89, 16, 78, 25, 76, 0, 1
0, 75, 59, 46, 91, 55, 80, 100, 49, 94, 25, 59, 81, 7, 15, 52, 9
25, 46, 23, 12, 82, 100, 100, 4, 86, 70, 75, 44, 62, 33, 64, 0, 1
85, 69, 81, 100, 100, 66, 76, 30, 36, 5, 0, 0, 50, 7, 99, 5, 2
60, 100, 57, 98, 100, 100, 76, 62, 58, 23, 53, 0, 30, 36, 88, 43, 7
100, 100, 34, 87, 28, 59, 0, 30, 50, 0, 41, 3, 76, 31, 20, 49, 6
0, 93, 58, 100, 97, 63, 73, 41, 41, 9, 27, 0, 66, 27, 100, 33, 7
64, 89, 31, 99, 47, 87, 16, 64, 25, 53, 39, 17, 51, 2, 0, 4, 5
46, 99, 12, 70, 0, 31, 24, 0, 70, 31, 100, 62, 94, 76, 58, 100, 0
46, 71, 100, 100, 64, 97, 17, 76, 22, 53, 88, 33, 56, 3, 0, 0, 5
1, 82, 48, 74, 0, 25, 34, 0, 17, 27, 100, 75, 54, 100, 74, 75, 0
55, 92, 17, 78, 55, 38, 50, 0, 0, 21, 56, 56, 31, 92, 25, 35, 8
0, 91, 42, 100, 63, 34, 53, 38, 59, 0, 40, 4, 78, 29, 100, 36, 7
94, 82, 80, 28, 48, 57, 19, 42, 35, 0, 32, 28, 66, 44, 100, 62, 7
32, 84, 0, 55, 85, 1, 76, 0, 100, 52, 71, 100, 34, 61, 43, 5, 0
0, 100, 94, 53, 62, 66, 34, 33, 14, 0, 5, 15, 19, 88, 100, 43, 7
97, 79, 36, 36, 37, 0, 89, 21, 100, 63, 73, 100, 85, 82, 0, 43, 0
0, 80, 35, 100, 80, 89, 69, 61, 68, 67, 100, 15, 55, 0, 2, 62, 3
0, 80, 43, 93, 71, 100, 96, 80, 24, 57, 100, 36, 62, 73, 48, 0, 3
67, 99, 62, 43, 35, 13, 0, 0, 7, 34, 100, 59, 100, 32, 10, 93, 8
97, 48, 43, 77, 13, 42, 7, 2, 68, 0, 100, 34, 66, 33, 0, 5, 6
21, 46, 61, 100, 0, 80, 75, 55, 84, 77, 99, 61, 87, 23, 98, 0, 9
0, 72, 1, 43, 96, 100, 72, 71, 38, 21, 10, 10, 51, 34, 100, 1, 2
4, 9, 50, 100, 57, 79, 39, 52, 90, 0, 100, 15, 52, 0, 0, 5, 3
0, 83, 42, 100, 50, 86, 75, 81, 50, 0, 65, 15, 2, 27, 69, 100, 7
1, 30, 65, 0, 78, 51, 100, 56, 85, 100, 80, 98, 8, 34, 0, 20, 0
42, 100, 66, 95, 27, 7, 0, 29, 25, 94, 77, 12, 70, 43, 16, 44, 6
27, 65, 64, 36, 61, 34, 25, 5, 0, 45, 65, 93, 56, 89, 22, 100, 5
61, 60, 6, 41, 28, 0, 78, 7, 100, 48, 80, 90, 32, 100, 0, 65, 0
8, 64, 65, 12, 68, 100, 43, 93, 0, 66, 62, 72, 12, 42, 27, 0, 9
0, 90, 38, 100, 68, 70, 59, 33, 32, 0, 2, 27, 35, 96, 53, 41, 7
9, 93, 68, 62, 92, 23, 13, 0, 0, 99, 47, 65, 100, 100, 5, 21, 8
62, 100, 53, 74, 15, 43, 8, 12, 57, 93, 100, 19, 52, 35, 0, 29, 6
4, 82, 95, 100, 98, 83, 64, 62, 91, 38, 100, 13, 49, 0, 0, 8, 3
0, 93, 53, 100, 89, 32, 85, 37, 73, 2, 48, 1, 44, 5, 3, 25, 7
0, 2, 28, 70, 77, 93, 98, 100, 77, 75, 56, 50, 44, 25, 62, 0, 1
100, 80, 100, 77, 25, 96, 78, 100, 99, 74, 76, 45, 66, 20, 0, 0, 9
38, 100, 43, 85, 37, 60, 28, 67, 100, 85, 98, 54, 73, 25, 46, 0, 4
79, 100, 100, 94, 47, 100, 0, 54, 27, 62, 84, 58, 12, 77, 100, 0, 9
48, 81, 69, 18, 100, 100, 80, 10, 60, 60, 72, 70, 20, 19, 0, 0, 1
18, 100, 23, 69, 57, 80, 29, 0, 0, 27, 58, 44, 40, 94, 100, 99, 5
30, 85, 20, 66, 74, 38, 46, 10, 10, 17, 0, 65, 31, 31, 100, 98, 5
11, 100, 7, 95, 25, 73, 11, 51, 71, 50, 100, 44, 46, 22, 48, 0, 4
1, 54, 4, 100, 55, 33, 55, 31, 7, 2, 0, 6, 60, 0, 65, 19, 2
47, 100, 17, 60, 0, 34, 9, 0, 94, 18, 97, 51, 100, 93, 66, 95, 0
54, 57, 45, 100, 1, 14, 11, 90, 75, 52, 100, 74, 44, 75, 0, 12, 0
8, 90, 34, 65, 77, 95, 40, 0, 13, 30, 94, 72, 24, 22, 100, 93, 5
62, 87, 41, 86, 52, 100, 22, 72, 94, 41, 30, 0, 93, 42, 0, 49, 8
67, 99, 0, 95, 29, 61, 66, 36, 87, 54, 43, 21, 70, 60, 83, 100, 8
80, 78, 32, 100, 75, 68, 24, 71, 100, 71, 100, 35, 68, 4, 51, 27, 9
42, 90, 77, 100, 100, 87, 70, 70, 46, 50, 56, 19, 35, 73, 0, 5, 3
20, 100, 13, 72, 0, 43, 29, 26, 88, 28, 100, 45, 55, 29, 69, 0, 4
59, 100, 37, 69, 0, 34, 46, 33, 100, 38, 81, 51, 98, 43, 46, 76, 4
30, 83, 53, 100, 67, 75, 43, 47, 1, 40, 0, 0, 50, 46, 100, 22, 2
60, 40, 14, 80, 50, 59, 56, 7, 0, 0, 4, 45, 41, 91, 100, 100, 5
39, 88, 82, 100, 71, 68, 2, 34, 34, 0, 16, 10, 0, 45, 78, 50, 7
32, 19, 0, 61, 10, 4, 57, 70, 74, 30, 39, 87, 12, 100, 4, 87, 0
69, 98, 53, 83, 85, 98, 46, 100, 81, 65, 100, 27, 42, 11, 0, 0, 9
53, 93, 96, 100, 99, 59, 65, 55, 79, 36, 100, 14, 30, 0, 0, 0, 3
35, 78, 48, 100, 76, 17, 54, 41, 24, 88, 0, 8, 99, 7, 27, 0, 2
27, 82, 58, 73, 41, 83, 68, 53, 100, 34, 76, 65, 93, 0, 0, 71, 3
30, 53, 100, 82, 55, 100, 36, 69, 6, 34, 41, 0, 0, 14, 55, 44, 8
26, 81, 67, 100, 82, 80, 53, 54, 77, 3, 100, 18, 56, 0, 0, 1, 3
80, 100, 34, 87, 69, 85, 100, 90, 81, 74, 74, 68, 44, 20, 0, 44, 9
62, 86, 97, 100, 94, 71, 93, 46, 37, 70, 96, 2, 47, 0, 100, 1, 2
23, 96, 39, 54, 64, 35, 33, 0, 89, 42, 0, 93, 50, 96, 100, 100, 5
0, 48, 36, 61, 69, 55, 100, 52, 95, 94, 70, 64, 48, 26, 33, 0, 1
100, 100, 64, 79, 27, 59, 0, 29, 71, 45, 98, 41, 60, 21, 75, 0, 4
15, 79, 43, 100, 1, 68, 46, 31, 0, 2, 30, 7, 83, 0, 100, 1, 2
88, 59, 100, 100, 16, 95, 42, 94, 82, 8, 0, 1, 32, 40, 89, 77, 8
76, 81, 85, 67, 100, 73, 32, 83, 87, 70, 94, 53, 73, 4, 0, 0, 9
44, 94, 6, 3, 0, 30, 35, 0, 78, 87, 100, 53, 76, 91, 32, 100, 0
0, 96, 46, 100, 64, 67, 45, 87, 17, 0, 10, 65, 50, 55, 39, 68, 7
38, 85, 29, 73, 88, 70, 26, 55, 83, 58, 100, 31, 55, 11, 36, 0, 3
10, 87, 85, 19, 92, 83, 64, 58, 92, 6, 78, 17, 30, 0, 0, 1, 3
77, 94, 35, 22, 80, 74, 99, 90, 61, 52, 100, 10, 51, 0, 62, 6, 9
0, 26, 57, 56, 98, 94, 31, 100, 41, 63, 11, 31, 78, 0, 51, 55, 8
17, 96, 0, 13, 90, 20, 50, 81, 77, 22, 100, 65, 71, 81, 3, 86, 0
0, 4, 74, 29, 100, 62, 88, 95, 86, 100, 44, 2, 55, 33, 76, 0, 1
50, 90, 28, 70, 79, 15, 65, 0, 0, 80, 20, 45, 37, 33, 100, 96, 5
27, 100, 0, 74, 84, 6, 14, 3, 34, 0, 29, 44, 74, 62, 91, 58, 8
100, 87, 40, 100, 0, 78, 60, 65, 100, 90, 94, 65, 10, 32, 79, 0, 9
100, 100, 45, 85, 9, 58, 0, 28, 18, 0, 99, 11, 84, 0, 26, 47, 6
49, 91, 98, 100, 96, 66, 60, 32, 17, 0, 0, 16, 38, 40, 24, 48, 7
39, 76, 68, 100, 65, 61, 40, 56, 19, 61, 0, 4, 50, 6, 100, 26, 1
8, 85, 46, 100, 58, 73, 36, 42, 5, 15, 0, 0, 50, 93, 100, 2, 2
1, 90, 47, 100, 74, 83, 53, 57, 67, 88, 100, 12, 51, 1, 0, 0, 3
94, 62, 27, 64, 15, 45, 100, 7, 90, 77, 70, 51, 31, 25, 35, 0, 1
100, 100, 21, 86, 60, 47, 86, 11, 3, 0, 0, 33, 65, 46, 99, 96, 8
54, 20, 74, 87, 6, 16, 0, 23, 48, 43, 100, 21, 76, 35, 12, 17, 6
41, 41, 60, 100, 65, 41, 51, 33, 35, 0, 11, 23, 6, 37, 100, 38, 7
21, 73, 12, 31, 40, 0, 81, 35, 100, 55, 91, 94, 37, 100, 0, 75, 0
26, 4, 33, 56, 93, 36, 64, 0, 11, 76, 0, 55, 31, 88, 100, 100, 5
15, 100, 93, 88, 22, 50, 11, 9, 77, 6, 69, 42, 37, 51, 10, 61, 6
35, 97, 8, 57, 0, 31, 42, 0, 91, 17, 100, 65, 45, 97, 8, 100, 0
23, 69, 61, 37, 100, 93, 77, 60, 42, 98, 0, 3, 26, 55, 97, 51, 2
49, 97, 56, 77, 68, 100, 40, 82, 78, 55, 4, 23, 52, 5, 0, 0, 9
78, 79, 40, 91, 6, 71, 16, 33, 21, 0, 0, 21, 1, 58, 100, 80, 8
38, 53, 10, 54, 74, 39, 48, 0, 67, 8, 7, 55, 29, 48, 100, 100, 5
66, 93, 50, 56, 80, 100, 0, 55, 64, 35, 59, 89, 100, 52, 0, 29, 8
100, 99, 58, 100, 65, 79, 16, 45, 2, 96, 78, 22, 39, 0, 19, 7, 5
0, 79, 31, 100, 64, 88, 49, 63, 13, 48, 10, 1, 79, 14, 100, 10, 2
45, 10, 37, 48, 55, 100, 57, 67, 58, 14, 21, 1, 23, 0, 100, 80, 1
46, 71, 84, 96, 7, 77, 61, 76, 62, 86, 17, 49, 69, 13, 0, 12, 9
55, 100, 68, 95, 26, 98, 27, 55, 71, 3, 73, 15, 35, 0, 0, 16, 5
83, 87, 37, 100, 84, 64, 79, 15, 27, 0, 20, 38, 60, 20, 55, 51, 7
9, 79, 81, 99, 30, 100, 81, 82, 77, 45, 74, 26, 78, 0, 10, 3, 1
0, 78, 25, 100, 58, 77, 46, 37, 63, 83, 19, 24, 62, 9, 23, 0, 2
35, 73, 28, 100, 97, 87, 58, 64, 100, 45, 100, 11, 11, 0, 34, 8, 3
0, 82, 23, 88, 65, 100, 75, 72, 53, 6, 28, 16, 58, 2, 100, 0, 2
56, 100, 19, 76, 0, 33, 24, 0, 24, 72, 100, 65, 70, 87, 23, 60, 0
0, 80, 22, 100, 43, 71, 36, 37, 9, 8, 7, 12, 7, 16, 100, 0, 2
39, 83, 17, 65, 77, 26, 17, 0, 0, 27, 44, 25, 100, 100, 42, 93, 8
71, 100, 74, 85, 34, 59, 0, 31, 7, 1, 68, 41, 60, 70, 0, 18, 6
8, 77, 39, 95, 86, 100, 100, 79, 68, 59, 73, 35, 40, 15, 0, 0, 3
0, 39, 35, 58, 69, 76, 100, 100, 86, 58, 69, 24, 52, 30, 45, 25, 1
8, 56, 53, 77, 46, 100, 100, 99, 79, 71, 74, 42, 60, 14, 0, 0, 1
92, 100, 57, 80, 21, 74, 0, 22, 37, 0, 100, 14, 76, 37, 7, 32, 6
41, 88, 0, 15, 55, 84, 100, 100, 73, 75, 55, 50, 45, 25, 59, 19, 1
58, 74, 100, 23, 94, 75, 85, 35, 59, 2, 0, 0, 29, 2, 88, 3, 1
40, 100, 52, 98, 42, 88, 98, 59, 41, 19, 60, 86, 41, 78, 92, 36, 7
0, 84, 37, 100, 59, 76, 24, 49, 67, 43, 100, 21, 60, 0, 7, 6, 3
34, 44, 58, 68, 75, 100, 10, 96, 0, 67, 49, 36, 50, 0, 20, 22, 9
0, 38, 31, 57, 66, 6, 100, 100, 76, 76, 53, 61, 40, 26, 18, 42, 1
54, 92, 90, 100, 100, 95, 63, 89, 33, 66, 52, 33, 32, 2, 27, 32, 5
100, 100, 100, 96, 79, 80, 50, 64, 53, 48, 14, 31, 63, 82, 7, 4, 1
69, 36, 48, 57, 69, 19, 0, 4, 30, 77, 66, 63, 100, 100, 37, 76, 8
32, 100, 9, 63, 0, 21, 30, 28, 3, 14, 100, 24, 87, 79, 47, 90, 0
5, 84, 40, 100, 79, 82, 26, 62, 56, 46, 100, 22, 65, 0, 0, 8, 3
43, 82, 60, 100, 7, 91, 62, 68, 15, 50, 77, 100, 41, 10, 0, 66, 3
53, 100, 27, 90, 6, 55, 0, 20, 49, 0, 100, 16, 97, 47, 6, 19, 6
15, 84, 58, 100, 59, 74, 53, 53, 100, 55, 66, 52, 60, 0, 0, 26, 3
1, 72, 39, 100, 90, 84, 20, 64, 52, 89, 100, 35, 95, 8, 0, 0, 3
15, 80, 0, 32, 35, 0, 80, 14, 100, 61, 71, 100, 24, 86, 7, 40, 0
9, 100, 4, 81, 0, 84, 35, 39, 84, 46, 100, 52, 80, 26, 77, 62, 4
40, 64, 67, 82, 100, 100, 37, 80, 60, 60, 38, 40, 15, 20, 0, 0, 1
41, 71, 32, 84, 100, 76, 34, 100, 36, 57, 89, 68, 70, 4, 0, 0, 9
22, 67, 56, 87, 100, 100, 72, 64, 44, 1, 17, 40, 0, 19, 22, 0, 1
84, 73, 35, 5, 37, 10, 0, 0, 60, 36, 18, 70, 58, 87, 100, 60, 5
18, 100, 8, 53, 24, 5, 69, 0, 100, 34, 49, 87, 45, 98, 0, 79, 0
62, 87, 49, 24, 76, 83, 49, 94, 73, 47, 100, 20, 60, 81, 0, 3, 3
39, 76, 43, 100, 72, 79, 93, 45, 12, 15, 23, 0, 50, 4, 100, 7, 2
75, 72, 25, 76, 0, 37, 16, 42, 69, 23, 100, 61, 88, 100, 31, 83, 0
0, 51, 60, 74, 60, 100, 85, 91, 75, 63, 75, 36, 80, 41, 85, 0, 1
0, 55, 37, 33, 64, 100, 54, 42, 49, 32, 33, 0, 30, 6, 58, 62, 1
55, 65, 100, 48, 61, 100, 53, 66, 71, 29, 40, 0, 0, 86, 39, 47, 8
55, 68, 37, 100, 0, 74, 60, 82, 90, 31, 68, 61, 43, 30, 49, 0, 9
91, 100, 48, 79, 23, 50, 18, 98, 90, 60, 100, 18, 79, 0, 6, 34, 6
0, 93, 54, 83, 80, 69, 70, 35, 66, 0, 65, 27, 19, 47, 100, 52, 7
8, 93, 41, 100, 70, 72, 47, 35, 27, 7, 0, 6, 50, 9, 20, 0, 2
100, 100, 49, 86, 17, 19, 0, 28, 18, 0, 76, 87, 18, 29, 7, 17, 6
2, 91, 44, 87, 91, 82, 52, 55, 62, 54, 100, 27, 56, 3, 48, 0, 3
42, 96, 10, 64, 0, 22, 56, 0, 92, 67, 100, 65, 64, 99, 8, 100, 0
0, 96, 77, 100, 100, 84, 89, 46, 100, 5, 33, 0, 10, 34, 88, 39, 7
40, 85, 92, 100, 100, 98, 45, 76, 79, 65, 96, 33, 55, 7, 52, 0, 5
0, 95, 24, 100, 91, 86, 78, 9, 68, 7, 100, 58, 24, 24, 100, 27, 7
0, 89, 34, 100, 57, 72, 51, 34, 66, 0, 48, 28, 55, 36, 100, 37, 7
90, 89, 34, 62, 78, 23, 3, 53, 28, 38, 76, 72, 100, 100, 0, 80, 8
66, 88, 0, 84, 19, 60, 67, 1, 100, 35, 93, 79, 49, 100, 3, 59, 0
49, 90, 35, 100, 42, 77, 32, 9, 91, 52, 59, 22, 56, 0, 0, 7, 5
74, 30, 100, 100, 84, 86, 56, 51, 47, 19, 11, 0, 36, 7, 98, 10, 1
100, 86, 47, 100, 0, 73, 42, 43, 85, 56, 28, 0, 37, 36, 84, 66, 8
23, 80, 95, 80, 77, 24, 62, 70, 66, 39, 29, 19, 23, 12, 97, 0, 2
10, 11, 38, 86, 36, 100, 88, 64, 48, 43, 98, 49, 28, 3, 100, 2, 2
97, 100, 65, 82, 51, 53, 15, 20, 54, 0, 100, 19, 58, 39, 0, 35, 6
0, 98, 41, 100, 78, 79, 66, 40, 60, 0, 100, 14, 75, 32, 26, 28, 7
20, 70, 39, 100, 32, 61, 67, 91, 30, 1, 64, 0, 14, 41, 0, 85, 8
100, 100, 51, 79, 35, 57, 12, 34, 4, 9, 70, 0, 60, 21, 0, 20, 6
16, 89, 43, 100, 86, 89, 56, 61, 79, 33, 100, 5, 49, 0, 0, 11, 3
17, 80, 48, 100, 70, 77, 56, 54, 100, 45, 18, 13, 76, 0, 0, 6, 3
0, 52, 1, 60, 72, 78, 100, 52, 96, 81, 84, 54, 74, 27, 73, 47, 1
27, 84, 20, 51, 38, 11, 0, 0, 2, 47, 9, 93, 67, 100, 100, 99, 5
0, 91, 32, 100, 49, 77, 39, 50, 21, 25, 92, 5, 25, 3, 12, 0, 2
13, 89, 54, 100, 37, 97, 90, 72, 68, 48, 73, 21, 44, 21, 0, 0, 3
57, 91, 22, 31, 32, 24, 37, 0, 81, 47, 100, 67, 69, 100, 30, 73, 0
30, 100, 23, 68, 66, 33, 59, 0, 19, 27, 0, 67, 8, 62, 100, 97, 5
62, 100, 0, 14, 94, 71, 34, 93, 26, 47, 13, 0, 100, 37, 22, 39, 8
53, 10, 33, 67, 59, 35, 24, 10, 6, 30, 0, 75, 41, 99, 100, 98, 5
4, 100, 54, 84, 66, 70, 100, 45, 85, 64, 68, 57, 39, 18, 0, 0, 9
100, 100, 34, 86, 55, 11, 71, 31, 13, 23, 73, 66, 74, 28, 0, 70, 8
16, 72, 40, 93, 94, 95, 84, 94, 47, 37, 12, 14, 78, 81, 100, 0, 2
46, 100, 9, 78, 0, 51, 4, 24, 37, 0, 17, 7, 33, 24, 22, 6, 6
5, 82, 67, 100, 43, 79, 69, 66, 90, 31, 73, 30, 43, 6, 0, 0, 9
18, 100, 98, 78, 0, 34, 57, 37, 76, 50, 49, 66, 83, 89, 58, 0, 4
88, 82, 44, 19, 97, 66, 100, 95, 93, 63, 98, 31, 57, 0, 0, 12, 9
33, 85, 45, 100, 0, 93, 85, 66, 88, 40, 100, 15, 52, 4, 62, 0, 3
72, 75, 53, 87, 0, 56, 66, 48, 91, 62, 75, 76, 47, 42, 19, 0, 4
0, 88, 72, 100, 92, 97, 74, 72, 63, 46, 100, 24, 89, 3, 31, 49, 3
24, 84, 6, 80, 0, 35, 100, 0, 79, 11, 84, 83, 77, 92, 27, 23, 0
0, 89, 5, 72, 62, 94, 11, 100, 32, 73, 100, 45, 74, 13, 33, 0, 9
42, 99, 8, 90, 0, 28, 39, 2, 85, 24, 100, 64, 74, 100, 45, 85, 0
55, 77, 45, 37, 100, 88, 49, 100, 25, 78, 69, 55, 70, 32, 28, 0, 9
45, 100, 34, 78, 0, 51, 37, 50, 95, 51, 100, 62, 20, 32, 57, 0, 4
6, 100, 12, 67, 19, 9, 63, 0, 100, 30, 83, 82, 39, 99, 69, 81, 0
0, 16, 27, 73, 66, 90, 100, 100, 94, 74, 27, 48, 42, 21, 36, 0, 1
79, 47, 78, 86, 60, 67, 100, 85, 89, 71, 99, 43, 86, 19, 0, 29, 9
31, 65, 0, 88, 40, 100, 68, 72, 56, 32, 91, 0, 57, 1, 100, 6, 2
18, 36, 98, 64, 92, 100, 0, 93, 15, 73, 100, 62, 91, 72, 76, 0, 9
10, 68, 25, 34, 20, 0, 2, 24, 0, 66, 30, 57, 65, 95, 100, 100, 5
61, 60, 46, 97, 10, 100, 16, 51, 91, 82, 100, 46, 82, 5, 0, 75, 9
75, 100, 71, 74, 77, 52, 100, 50, 93, 82, 68, 72, 35, 36, 0, 0, 4
11, 68, 44, 87, 50, 88, 36, 46, 31, 15, 0, 25, 50, 1, 100, 0, 1
64, 100, 29, 80, 0, 61, 38, 38, 47, 48, 0, 53, 15, 26, 11, 70, 4
56, 65, 24, 98, 8, 100, 55, 61, 26, 29, 19, 0, 87, 1, 100, 6, 2
0, 77, 5, 100, 67, 3, 54, 67, 63, 67, 14, 29, 67, 7, 5, 0, 3
12, 100, 0, 75, 11, 91, 98, 39, 100, 56, 68, 42, 58, 32, 60, 45, 4
30, 69, 38, 56, 31, 88, 76, 53, 43, 24, 0, 0, 43, 6, 100, 6, 2
15, 96, 57, 70, 73, 30, 37, 32, 1, 25, 0, 5, 40, 100, 100, 95, 5
17, 59, 32, 100, 57, 82, 67, 96, 0, 4, 19, 0, 59, 7, 100, 14, 2
34, 100, 0, 62, 71, 54, 76, 11, 16, 93, 10, 57, 22, 88, 100, 95, 5
0, 93, 46, 100, 76, 80, 50, 40, 66, 0, 44, 15, 74, 94, 100, 93, 7
12, 87, 0, 59, 20, 4, 66, 0, 100, 30, 89, 75, 49, 100, 84, 77, 0
18, 66, 28, 98, 76, 39, 51, 50, 27, 66, 12, 26, 62, 0, 100, 20, 2
73, 94, 100, 100, 60, 90, 28, 65, 42, 52, 72, 35, 41, 46, 0, 0, 5
31, 99, 53, 100, 35, 72, 8, 99, 86, 67, 100, 28, 59, 0, 0, 39, 9
11, 82, 10, 76, 59, 42, 66, 0, 91, 71, 0, 46, 91, 86, 100, 100, 5
50, 20, 26, 62, 58, 100, 14, 65, 2, 30, 50, 0, 100, 51, 0, 34, 8
46, 94, 35, 98, 0, 48, 30, 1, 87, 0, 100, 51, 80, 100, 95, 83, 0
56, 97, 16, 100, 4, 55, 18, 37, 67, 0, 100, 10, 91, 27, 44, 98, 0
0, 47, 7, 58, 48, 79, 90, 100, 100, 81, 85, 54, 57, 27, 51, 0, 1
61, 95, 36, 68, 62, 29, 34, 0, 0, 19, 8, 64, 45, 91, 100, 100, 5
55, 82, 61, 100, 100, 86, 81, 59, 38, 39, 78, 24, 54, 3, 0, 7, 3
57, 70, 64, 100, 95, 66, 25, 36, 0, 16, 23, 70, 60, 0, 100, 3, 2
14, 21, 32, 36, 9, 49, 13, 16, 59, 0, 100, 24, 59, 5, 0, 31, 6
27, 100, 28, 96, 0, 64, 3, 45, 88, 43, 26, 39, 94, 33, 100, 0, 4
29, 82, 100, 65, 17, 92, 68, 63, 77, 40, 100, 13, 53, 0, 0, 4, 3
66, 87, 5, 100, 83, 80, 73, 61, 79, 39, 81, 14, 41, 0, 0, 4, 3
0, 36, 30, 62, 66, 79, 100, 100, 76, 75, 50, 51, 26, 26, 17, 0, 1
11, 85, 44, 3, 47, 21, 0, 0, 0, 38, 5, 75, 50, 6, 100, 100, 5
14, 64, 33, 56, 91, 55, 96, 11, 26, 89, 8, 46, 2, 91, 100, 100, 5
62, 59, 36, 92, 12, 11, 77, 19, 61, 0, 100, 22, 51, 4, 0, 5, 6
52, 95, 16, 58, 10, 22, 4, 0, 92, 24, 96, 61, 51, 34, 0, 91, 0
24, 100, 75, 81, 19, 52, 82, 49, 4, 77, 48, 25, 67, 33, 59, 0, 4
0, 100, 34, 94, 70, 90, 100, 85, 78, 64, 57, 41, 42, 36, 43, 0, 7
43, 65, 20, 81, 100, 100, 91, 68, 79, 61, 75, 39, 42, 19, 97, 0, 1
17, 36, 37, 4, 72, 0, 100, 29, 92, 46, 62, 100, 26, 96, 12, 66, 0
24, 93, 49, 100, 100, 90, 67, 63, 71, 85, 97, 8, 54, 0, 0, 6, 3
49, 67, 22, 67, 72, 36, 35, 0, 0, 58, 4, 50, 32, 96, 100, 38, 5
28, 100, 0, 73, 16, 95, 75, 33, 100, 63, 94, 59, 93, 29, 13, 0, 4
30, 78, 64, 100, 3, 34, 62, 57, 95, 42, 100, 17, 52, 4, 0, 0, 3
4, 99, 50, 100, 100, 60, 65, 57, 37, 12, 16, 0, 0, 54, 55, 45, 7
40, 100, 11, 87, 0, 57, 11, 29, 40, 40, 37, 58, 82, 29, 78, 0, 4
66, 74, 23, 65, 14, 15, 64, 36, 47, 0, 0, 23, 39, 60, 100, 87, 8
81, 79, 30, 80, 2, 52, 0, 35, 45, 0, 100, 11, 72, 35, 93, 19, 6
27, 92, 0, 66, 15, 21, 60, 0, 100, 68, 96, 73, 53, 100, 2, 60, 0
21, 93, 46, 65, 56, 35, 48, 0, 17, 26, 81, 60, 100, 95, 32, 90, 8
36, 73, 39, 66, 100, 97, 34, 100, 29, 77, 0, 0, 39, 22, 77, 66, 8
0, 62, 31, 82, 100, 100, 100, 80, 81, 60, 38, 40, 6, 57, 12, 0, 1
0, 74, 14, 100, 53, 9, 43, 65, 18, 38, 20, 8, 59, 0, 100, 6, 2
63, 83, 35, 70, 19, 19, 52, 100, 33, 82, 95, 55, 91, 65, 92, 0, 9
61, 79, 84, 100, 43, 78, 76, 54, 42, 32, 7, 13, 0, 0, 49, 3, 2
100, 34, 12, 94, 89, 79, 78, 63, 56, 47, 33, 86, 22, 23, 0, 0, 1
0, 33, 26, 100, 72, 76, 35, 19, 3, 45, 100, 21, 17, 0, 5, 0, 3
0, 100, 10, 95, 100, 88, 72, 31, 47, 93, 19, 0, 18, 30, 84, 28, 7
89, 90, 49, 100, 14, 73, 47, 41, 80, 26, 100, 28, 41, 24, 0, 0, 6
95, 76, 100, 85, 47, 100, 0, 81, 34, 69, 80, 53, 65, 23, 25, 0, 9
74, 59, 46, 72, 8, 73, 0, 38, 52, 34, 100, 41, 96, 32, 17, 40, 4
12, 80, 54, 34, 81, 90, 64, 60, 54, 30, 100, 9, 53, 51, 0, 1, 3
40, 13, 81, 34, 79, 7, 34, 0, 51, 35, 100, 71, 72, 100, 30, 77, 8
0, 100, 53, 97, 100, 53, 90, 58, 57, 71, 44, 0, 64, 25, 90, 38, 7
74, 100, 0, 79, 0, 45, 61, 41, 71, 7, 100, 74, 90, 37, 96, 0, 4
75, 92, 23, 83, 58, 39, 77, 0, 0, 13, 42, 51, 36, 86, 32, 100, 8
40, 81, 67, 65, 100, 27, 38, 0, 46, 24, 46, 61, 81, 94, 27, 30, 8
35, 44, 5, 67, 0, 26, 38, 15, 88, 14, 100, 53, 90, 87, 17, 84, 0
13, 83, 17, 15, 59, 67, 35, 34, 0, 27, 30, 32, 65, 46, 100, 0, 2
56, 5, 10, 61, 0, 15, 50, 89, 31, 35, 100, 81, 52, 100, 9, 67, 0
0, 72, 28, 100, 53, 77, 53, 24, 42, 0, 36, 9, 68, 49, 100, 7, 7
